Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-03-28 00:00:00-04:00,7.03000020980835,7.090000152587891,6.921000003814697,6.940000057220459,94000,0.0,0.0,0.0
2024-04-01 00:00:00-04:00,6.960000038146973,6.960000038146973,6.670000076293945,6.909999847412109,168000,0.0,0.0,0.0
2024-04-02 00:00:00-04:00,6.400000095367432,6.53000020980835,6.360000133514404,6.480000019073486,214300,0.0,0.0,0.0
2024-04-03 00:00:00-04:00,6.360000133514404,6.590000152587891,6.340000152587891,6.570000171661377,81200,0.0,0.0,0.0
2024-04-04 00:00:00-04:00,6.650000095367432,7.0,6.559999942779541,6.699999809265137,168900,0.0,0.0,0.0
2024-04-05 00:00:00-04:00,6.590000152587891,6.675000190734863,6.190000057220459,6.400000095367432,241000,0.0,0.0,0.0
2024-04-08 00:00:00-04:00,6.610000133514404,6.859000205993652,6.539999961853027,6.789999961853027,214800,0.0,0.0,0.0
2024-04-09 00:00:00-04:00,6.78000020980835,7.086999893188477,6.755000114440918,6.980000019073486,131900,0.0,0.0,0.0
2024-04-10 00:00:00-04:00,6.789999961853027,6.864999771118164,6.650000095367432,6.71999979019165,141800,0.0,0.0,0.0
2024-04-11 00:00:00-04:00,6.769999980926514,6.920000076293945,6.570000171661377,6.849999904632568,942800,0.0,0.0,0.0
2024-04-12 00:00:00-04:00,6.739999771118164,6.804999828338623,6.668000221252441,6.670000076293945,990000,0.0,0.0,0.0
2024-04-15 00:00:00-04:00,6.639999866485596,6.650000095367432,6.210000038146973,6.210000038146973,159500,0.0,0.0,0.0
2024-04-16 00:00:00-04:00,5.980000019073486,6.050000190734863,5.854000091552734,5.989999771118164,138500,0.0,0.0,0.0
2024-04-17 00:00:00-04:00,6.03000020980835,6.052000045776367,5.84499979019165,5.909999847412109,121700,0.0,0.0,0.0
2024-04-18 00:00:00-04:00,5.730000019073486,5.758999824523926,5.599999904632568,5.659999847412109,165600,0.0,0.0,0.0
2024-04-19 00:00:00-04:00,5.579999923706055,5.690000057220459,5.485000133514404,5.510000228881836,137000,0.0,0.0,0.0
2024-04-22 00:00:00-04:00,5.210000038146973,5.380000114440918,5.130000114440918,5.28000020980835,223900,0.0,0.0,0.0
2024-04-23 00:00:00-04:00,5.340000152587891,5.514999866485596,5.249000072479248,5.409999847412109,250500,0.0,0.0,0.0
2024-04-24 00:00:00-04:00,6.239999771118164,6.480000019073486,6.005000114440918,6.210000038146973,403400,0.0,0.0,0.0
2024-04-25 00:00:00-04:00,6.03000020980835,6.614999771118164,6.03000020980835,6.599999904632568,367000,0.0,0.0,0.0
2024-04-26 00:00:00-04:00,6.5,6.675000190734863,6.419000148773193,6.5,227200,0.0,0.0,0.0
2024-04-29 00:00:00-04:00,7.460000038146973,7.974999904632568,7.300000190734863,7.744999885559082,729100,0.0,0.0,0.0
2024-04-30 00:00:00-04:00,7.400000095367432,7.579999923706055,7.190000057220459,7.21999979019165,352800,0.0,0.0,0.0
2024-05-01 00:00:00-04:00,7.150000095367432,7.320000171661377,7.000999927520752,7.050000190734863,396700,0.0,0.0,0.0
2024-05-02 00:00:00-04:00,7.210000038146973,7.239999771118164,6.860000133514404,7.050000190734863,329600,0.0,0.0,0.0
2024-05-03 00:00:00-04:00,7.150000095367432,7.269999980926514,6.9679999351501465,7.090000152587891,261900,0.0,0.0,0.0
2024-05-06 00:00:00-04:00,7.239999771118164,7.401000022888184,7.150000095367432,7.28000020980835,202400,0.0,0.0,0.0
2024-05-07 00:00:00-04:00,7.150000095367432,7.195000171661377,6.920000076293945,6.929999828338623,255800,0.0,0.0,0.0
2024-05-08 00:00:00-04:00,6.639999866485596,6.829999923706055,6.574999809265137,6.769999980926514,182700,0.0,0.0,0.0
2024-05-09 00:00:00-04:00,6.769999980926514,6.809999942779541,6.619999885559082,6.650000095367432,177100,0.0,0.0,0.0
2024-05-10 00:00:00-04:00,6.690000057220459,6.690000057220459,6.440000057220459,6.480000019073486,143900,0.0,0.0,0.0
