Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-02-28 00:00:00-05:00,13.862530105982488,14.188126818811275,13.773730831402021,14.158527374267578,8692300,0.0,0.0
2025-03-03 00:00:00-05:00,14.257192486692958,14.50385671982242,13.744131371077355,13.823063850402832,8477400,0.0,0.0
2025-03-04 00:00:00-05:00,13.596131970334298,13.665198593950977,13.053470481085641,13.18173599243164,11119400,0.0,0.0
2025-03-05 00:00:00-05:00,13.2409352908418,13.379067591593929,12.944938041201135,13.132403373718262,12034100,0.0,0.0
2025-03-06 00:00:00-05:00,12.481209762000413,13.448134040670572,12.43187766836315,13.043604850769043,18490200,0.0,0.0
2025-03-07 00:00:00-05:00,12.954805248293956,14.000661038460786,12.944938453436881,13.872396469116211,13837700,0.0,0.0
2025-03-10 00:00:00-04:00,13.823063343072715,14.237459314797116,13.734264071853294,13.882262229919434,10081500,0.0,0.0
2025-03-11 00:00:00-04:00,13.714530629060794,13.882262378504,13.388933925070889,13.527066230773926,7964900,0.0,0.0
2025-03-12 00:00:00-04:00,13.714530783763685,13.852663091024885,13.487600144280314,13.734264373779297,7346400,0.0,0.0
2025-03-13 00:00:00-04:00,13.793462731937042,13.882262001696613,13.408667150911338,13.458000183105469,6501900,0.0,0.0
2025-03-14 00:00:00-04:00,13.640000343322754,13.670000076293945,12.960000038146973,13.079999923706055,9058100,0.182,0.0
2025-03-17 00:00:00-04:00,13.260000228881836,13.930000305175781,13.220000267028809,13.8100004196167,8056900,0.0,0.0
2025-03-18 00:00:00-04:00,13.930000305175781,14.0600004196167,13.550000190734863,13.5600004196167,5332100,0.0,0.0
2025-03-19 00:00:00-04:00,13.600000381469727,13.770000457763672,13.40999984741211,13.640000343322754,5316800,0.0,0.0
2025-03-20 00:00:00-04:00,13.460000038146973,13.739999771118164,13.369999885559082,13.369999885559082,4714300,0.0,0.0
2025-03-21 00:00:00-04:00,13.119999885559082,13.4399995803833,13.109999656677246,13.239999771118164,5727700,0.0,0.0
2025-03-24 00:00:00-04:00,13.40999984741211,13.9399995803833,13.399999618530273,13.9399995803833,6405600,0.0,0.0
2025-03-25 00:00:00-04:00,13.920000076293945,13.949999809265137,13.5600004196167,13.579999923706055,5146300,0.0,0.0
2025-03-26 00:00:00-04:00,13.5,13.640000343322754,13.119999885559082,13.270000457763672,5827800,0.0,0.0
2025-03-27 00:00:00-04:00,13.199999809265137,13.40999984741211,13.039999961853027,13.180000305175781,6654200,0.0,0.0
2025-03-28 00:00:00-04:00,13.140000343322754,13.125,12.710000038146973,12.760000228881836,2908388,0.0,0.0
