Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-03-28 00:00:00-04:00,124.25275566312882,124.43997475284431,123.87832500132916,124.11480712890625,7287000,0.0,0.0,0.0
2024-04-01 00:00:00-04:00,124.24291176397641,124.31189355522362,123.08020472807199,123.15902709960938,6905300,0.0,0.0,0.0
2024-04-02 00:00:00-04:00,122.66634678252437,123.0703443105302,122.33133104307421,122.5875244140625,11049400,0.0,0.0,0.0
2024-04-03 00:00:00-04:00,122.49884531488526,123.56302627987016,122.49884531488526,123.21815490722656,7589900,0.0,0.0,0.0
2024-04-04 00:00:00-04:00,124.02614185222711,124.53852110072432,121.7696870004484,122.13426208496094,10659800,0.0,0.0,0.0
2024-04-05 00:00:00-04:00,122.52840034319145,124.15423106301927,122.46928168642269,123.82906341552734,10718300,0.0,0.0,0.0
2024-04-08 00:00:00-04:00,124.00643136248293,124.213354186246,123.5236114403691,123.61228942871094,6096100,0.0,0.0,0.0
2024-04-09 00:00:00-04:00,123.77979865601438,124.11481439656315,121.91748581732884,123.3265380859375,9042200,0.0,0.0,0.0
2024-04-10 00:00:00-04:00,121.799244869558,122.6466473807704,121.37554361395179,122.27220916748047,14119500,0.0,0.0,0.0
2024-04-11 00:00:00-04:00,122.3313416158824,122.91269516139623,121.39525355228858,122.41017150878906,8228700,0.0,0.0,0.0
2024-04-12 00:00:00-04:00,121.64158609772498,122.07514297243246,120.58726075774891,121.09964752197266,11601700,0.0,0.0,0.0
2024-04-15 00:00:00-04:00,122.75504021037476,122.93240370672225,119.86796122504916,120.23253631591797,10374500,0.0,0.0,0.0
2024-04-16 00:00:00-04:00,120.19312418578392,120.52813993376043,119.3457216827903,119.95663452148438,11046200,0.0,0.0,0.0
2024-04-17 00:00:00-04:00,120.62667633308985,120.65623566240497,118.59685553204298,119.33586883544922,11084200,0.0,0.0,0.0
2024-04-18 00:00:00-04:00,119.90737100293104,120.40004652514851,118.74465646979253,118.9220199584961,9195800,0.0,0.0,0.0
2024-04-19 00:00:00-04:00,119.17820262105543,119.83839351652108,118.40963002983,118.70523834228516,10832100,0.0,0.0,0.0
2024-04-22 00:00:00-04:00,119.42454233589574,120.40004527243154,118.86289254711686,119.6019058227539,10484900,0.0,0.0,0.0
2024-04-23 00:00:00-04:00,120.44930772033094,121.43465874966068,120.27194423434632,121.26715087890625,9870000,0.0,0.0,0.0
2024-04-24 00:00:00-04:00,121.15876416201758,121.3755425957602,119.29645127960241,120.30150604248047,11063800,0.0,0.0,0.0
2024-04-25 00:00:00-04:00,119.63147779926071,120.95184463322929,118.83333831535302,120.66609191894531,10321200,0.0,0.0,0.0
2024-04-26 00:00:00-04:00,120.36063565447672,121.22774189657645,120.34092442304711,120.86316680908203,6958100,0.0,0.0,0.0
2024-04-29 00:00:00-04:00,121.10950041320648,121.77953190612632,121.07008546933498,121.67115020751953,6339800,0.0,0.0,0.0
2024-04-30 00:00:00-04:00,121.49379178067979,121.67115527667504,119.69059749100006,119.73986053466797,15475900,0.0,0.0,0.0
2024-05-01 00:00:00-04:00,119.55264122792218,121.05037147265752,119.14864370069432,119.44425201416016,15569500,0.0,0.0,0.0
2024-05-02 00:00:00-04:00,120.01575774454255,120.37048471463534,118.79391706194225,120.13399505615234,11999600,0.0,0.0,0.0
2024-05-03 00:00:00-04:00,121.26715832178782,121.40510687295017,120.40990016730852,120.97154998779297,9068500,0.0,0.0,0.0
2024-05-06 00:00:00-04:00,121.76968102329563,122.29191586179277,121.66129180953604,122.1933822631836,7157300,0.0,0.0,0.0
2024-05-07 00:00:00-04:00,122.42001501656574,122.88313122298561,122.2130921936694,122.52840423583984,5244200,0.0,0.0,0.0
2024-05-08 00:00:00-04:00,121.79924654787669,122.69591211376087,121.779535316573,122.52840423583984,5062500,0.0,0.0,0.0
2024-05-09 00:00:00-04:00,122.7648854472947,123.75023651123047,122.62693689975426,123.75023651123047,6682000,0.0,0.0,0.0
2024-05-10 00:00:00-04:00,124.29218883266718,124.37101872596449,123.60244606039673,123.83892822265625,6038500,0.0,0.0,0.0
2024-05-13 00:00:00-04:00,124.11482050269129,124.25276905177827,123.24771426305416,123.31668853759766,5946900,0.0,0.0,0.0
2024-05-14 00:00:00-04:00,123.55316610640519,123.76994453767925,123.02107564354114,123.28712463378906,5105700,0.0,0.0,0.0
2024-05-15 00:00:00-04:00,123.93744826289114,124.18378601425407,123.72066983887072,124.09510803222656,8404100,0.0,0.0,0.0
2024-05-16 00:00:00-04:00,123.87833685034518,124.11481900054189,123.30683142954044,123.3561019897461,7135900,0.0,0.0,0.0
2024-05-17 00:00:00-04:00,123.45463412809504,123.6418532334973,122.88312871406956,123.49404907226562,5714100,0.0,0.0,0.0
