Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-03-28 00:00:00-04:00,2.1600000858306885,2.240000009536743,2.1500000953674316,2.1700000762939453,41700,0.0,0.0
2024-04-01 00:00:00-04:00,2.1700000762939453,2.2200000286102295,2.119999885559082,2.190000057220459,34700,0.0,0.0
2024-04-02 00:00:00-04:00,2.119999885559082,2.190000057220459,2.119999885559082,2.1500000953674316,35800,0.0,0.0
2024-04-03 00:00:00-04:00,2.180000066757202,2.2300000190734863,2.140000104904175,2.200000047683716,20100,0.0,0.0
2024-04-04 00:00:00-04:00,2.200000047683716,2.240000009536743,2.1500000953674316,2.2100000381469727,46400,0.0,0.0
2024-04-05 00:00:00-04:00,2.1700000762939453,2.200000047683716,2.119999885559082,2.200000047683716,28500,0.0,0.0
2024-04-08 00:00:00-04:00,2.200000047683716,2.390000104904175,2.1600000858306885,2.3499999046325684,63300,0.0,0.0
2024-04-09 00:00:00-04:00,2.359999895095825,2.4000000953674316,2.2899999618530273,2.309999942779541,17600,0.0,0.0
2024-04-10 00:00:00-04:00,2.2799999713897705,2.3499999046325684,2.2799999713897705,2.319999933242798,26900,0.0,0.0
2024-04-11 00:00:00-04:00,2.3299999237060547,2.3499999046325684,2.309999942779541,2.319999933242798,6200,0.0,0.0
2024-04-12 00:00:00-04:00,2.3399999141693115,2.380000114440918,2.319999933242798,2.369999885559082,16800,0.0,0.0
2024-04-15 00:00:00-04:00,2.299999952316284,2.309999942779541,2.25,2.259999990463257,22300,0.0,0.0
2024-04-16 00:00:00-04:00,2.259999990463257,2.259999990463257,2.1700000762939453,2.1700000762939453,14100,0.0,0.0
2024-04-17 00:00:00-04:00,2.2100000381469727,2.2100000381469727,2.1700000762939453,2.200000047683716,7500,0.0,0.0
2024-04-18 00:00:00-04:00,2.2200000286102295,2.240000009536743,2.1600000858306885,2.2200000286102295,14300,0.0,0.0
2024-04-19 00:00:00-04:00,2.1700000762939453,2.2200000286102295,2.1500000953674316,2.180000066757202,13100,0.0,0.0
