Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-03-28 00:00:00-04:00,206.79013260703135,207.42570654627778,206.4127705249425,206.82986450195312,4427200,0.0,0.0,0.0
2024-04-01 00:00:00-04:00,207.2668066989164,208.61740309845848,206.6510836065156,207.4058380126953,5827400,0.0,0.0,0.0
2024-04-02 00:00:00-04:00,205.10189026752903,205.7076728607936,203.7413683585897,205.4097442626953,5709100,0.0,0.0,0.0
2024-04-03 00:00:00-04:00,204.37693083507688,207.01854102171646,204.32727354596557,205.9559326171875,5335000,0.0,0.0,0.0
2024-04-04 00:00:00-04:00,207.92223077622802,208.6471938383112,202.58936842697815,202.6986083984375,8232400,0.0,0.0,0.0
2024-04-05 00:00:00-04:00,203.58247510496562,206.0651882160018,203.0164092420758,205.02244567871094,6403200,0.0,0.0,0.0
2024-04-08 00:00:00-04:00,205.15155535042817,205.82684605537023,204.0293641547279,204.78411865234375,4062900,0.0,0.0,0.0
2024-04-09 00:00:00-04:00,205.83677573715852,206.2637951039216,203.24482273270655,205.81690979003906,4700400,0.0,0.0,0.0
2024-04-10 00:00:00-04:00,203.47321216157883,204.04920335673648,202.42054434580942,203.29446411132812,6918400,0.0,0.0,0.0
2024-04-11 00:00:00-04:00,204.19816720212646,207.69383123310033,203.21502258483295,207.35618591308594,5281800,0.0,0.0,0.0
2024-04-12 00:00:00-04:00,204.88341803118155,205.84671194783058,203.24483340977318,203.99957275390625,8093100,0.0,0.0,0.0
2024-04-15 00:00:00-04:00,205.25083379295216,205.37993971292516,199.818671903534,200.12652587890625,8594500,0.0,0.0,0.0
2024-04-16 00:00:00-04:00,200.5635126042357,201.60624004010742,199.57042731043106,200.36488342285156,7457000,0.0,0.0,0.0
2024-04-17 00:00:00-04:00,201.0997456305843,201.43739094942447,197.32601897821917,197.47499084472656,6545200,0.0,0.0,0.0
2024-04-18 00:00:00-04:00,197.41539764350347,197.9218807869382,195.0121333095124,195.22068786621094,7640300,0.0,0.0,0.0
2024-04-19 00:00:00-04:00,194.47588427222036,195.1114582193775,190.71208272863035,191.19869995117188,10938800,0.0,0.0,0.0
2024-04-22 00:00:00-04:00,192.6684534141945,194.06870717729325,190.75180625955323,192.90679931640625,6646700,0.0,0.0,0.0
2024-04-23 00:00:00-04:00,193.7112129283572,196.05489480298422,193.42322486365424,195.76690673828125,6075800,0.0,0.0,0.0
2024-04-24 00:00:00-04:00,197.2167850742522,198.03112220704816,195.57820056517588,196.66065979003906,4580100,0.0,0.0,0.0
2024-04-25 00:00:00-04:00,194.20774027399852,196.60107925494265,193.34376099465857,196.233642578125,5784000,0.0,0.0,0.0
2024-04-26 00:00:00-04:00,197.78284642330726,199.89810753470084,197.00824120167965,198.44821166992188,5052100,0.0,0.0,0.0
2024-04-29 00:00:00-04:00,199.47108400979369,199.7690125857099,198.1403535444149,199.30226135253906,3747400,0.0,0.0,0.0
2024-04-30 00:00:00-04:00,198.61704545163005,199.42144206118468,194.853259107764,194.912841796875,7464500,0.0,0.0,0.0
2024-05-01 00:00:00-04:00,193.87010128356053,197.12741965040829,192.877016046027,192.91673278808594,10226800,0.0,0.0,0.0
2024-05-02 00:00:00-04:00,195.37960827755322,195.96552497046633,192.9167458118426,195.6973876953125,6670000,0.0,0.0,0.0
2024-05-03 00:00:00-04:00,200.9905167907338,201.82470473758943,200.2754942210639,201.1494140625,6658200,0.0,0.0,0.0
2024-05-06 00:00:00-04:00,201.91408685427024,203.512939453125,201.60621771852328,203.512939453125,4010500,0.0,0.0,0.0
2024-05-07 00:00:00-04:00,204.10878706460102,204.20810163964535,202.82771390487807,202.84756469726562,5010400,0.0,0.0,0.0
2024-05-08 00:00:00-04:00,202.12264469935204,203.64206395701933,202.0729874049731,203.423583984375,3588000,0.0,0.0,0.0
2024-05-09 00:00:00-04:00,203.0958459111889,203.52288042082583,202.35103202177137,203.36398315429688,4794800,0.0,0.0,0.0
2024-05-10 00:00:00-04:00,204.42658250161784,205.3402190136841,203.47321409804448,204.11871337890625,4376900,0.0,0.0,0.0
2024-05-13 00:00:00-04:00,205.61829047666396,205.7871131396318,204.43651668261168,205.08201599121094,3291000,0.0,0.0,0.0
2024-05-14 00:00:00-04:00,205.0125124550874,207.18737148185429,204.89334707935586,206.8993682861328,4912600,0.0,0.0,0.0
2024-05-15 00:00:00-04:00,208.2003128669363,211.6264690406079,208.0513561434193,211.55694580078125,7154300,0.0,0.0,0.0
2024-05-16 00:00:00-04:00,211.68604643658082,212.34148631022177,210.73267797007782,210.82205200195312,6033300,0.0,0.0,0.0
2024-05-17 00:00:00-04:00,211.30865414859935,211.4377600654029,209.20331850810456,210.3553009033203,3808000,0.0,0.0,0.0
2024-05-20 00:00:00-04:00,210.56386135681916,213.22533766875102,210.37517273747258,212.82809448242188,3138400,0.0,0.0,0.0
2024-05-21 00:00:00-04:00,212.01376656322424,213.52324516939538,211.6363893350426,213.17567443847656,3070200,0.0,0.0,0.0
2024-05-22 00:00:00-04:00,213.78144967168186,214.436874370098,212.39112133597388,213.65234375,5891500,0.0,0.0,0.0
2024-05-23 00:00:00-04:00,216.09533920581916,216.11518999887363,211.239153327223,211.91444396972656,4700200,0.0,0.0,0.0
2024-05-24 00:00:00-04:00,212.4506988625322,214.15880653276704,211.74561689187848,213.70199584960938,2952600,0.0,0.0,0.0
2024-05-28 00:00:00-04:00,214.91359743244072,215.08242011820718,213.2650721667974,214.60574340820312,4393200,0.0,0.0,0.0
2024-05-29 00:00:00-04:00,212.3414974119957,214.26807008623746,212.3414974119957,213.2451934814453,4284500,0.0,0.0,0.0
2024-05-30 00:00:00-04:00,210.87168166783584,211.18947616613022,207.73352918691947,208.37904357910156,5229900,0.0,0.0,0.0
2024-05-31 00:00:00-04:00,208.99479042679735,209.03452232312657,204.10881275452473,208.70680236816406,6040500,0.0,0.0,0.0
2024-06-03 00:00:00-04:00,210.30565761659548,210.49434622963102,206.73054482560013,209.23312377929688,4814000,0.0,0.0,0.0
2024-06-04 00:00:00-04:00,209.12388981383964,210.00773506351604,208.0513559457023,209.6700897216797,3202700,0.0,0.0,0.0
2024-06-05 00:00:00-04:00,211.32854552011057,214.32766723632812,210.99090016983718,214.32766723632812,4394400,0.0,0.0,0.0
2024-06-06 00:00:00-04:00,214.4468130241543,214.59576973764177,213.0465593042638,213.6126251220703,3528800,0.0,0.0,0.0
2024-06-07 00:00:00-04:00,213.841039387003,215.02281320755515,213.0564935878382,214.1091766357422,3199300,0.0,0.0,0.0
2024-06-10 00:00:00-04:00,213.38421711646384,215.23135623823632,213.24518579131015,214.65536499023438,3367700,0.0,0.0,0.0
2024-06-11 00:00:00-04:00,214.1091762422397,218.70715043679428,214.00986166043654,218.64756774902344,6359600,0.0,0.0,0.0
2024-06-12 00:00:00-04:00,220.82244073365567,225.73820977815396,220.4152721371086,223.48390197753906,8910600,0.0,0.0,0.0
2024-06-13 00:00:00-04:00,225.55944089412571,226.18507425083322,223.88112452201108,225.2515869140625,6346800,0.0,0.0,0.0
2024-06-14 00:00:00-04:00,224.93381045282354,226.22482431610027,224.78485372575554,226.09571838378906,3932300,0.0,0.0,0.0
2024-06-17 00:00:00-04:00,226.65183491391394,230.32624718747024,225.8772296566396,229.5218505859375,5801300,0.0,0.0,0.0
2024-06-18 00:00:00-04:00,229.75027753930445,230.5645995606672,228.8962236222977,229.8098602294922,4338900,0.0,0.0,0.0
2024-06-20 00:00:00-04:00,230.84264310787927,230.9816744245677,226.46313390227826,227.22781372070312,6621500,0.0,0.0,0.0
2024-06-21 00:00:00-04:00,227.2774822386004,228.17125286814493,225.7977798174483,226.83059692382812,6780400,0.0,0.0,0.0
2024-06-24 00:00:00-04:00,224.47284606255528,225.48757422535715,221.20981351929134,221.26950073242188,6874300,0.4,0.0,0.0
2024-06-25 00:00:00-04:00,222.89107563385483,225.44777408523473,221.63758343057893,225.32839965820312,4564500,0.0,0.0,0.0
2024-06-26 00:00:00-04:00,224.9901599142327,226.13420530900095,223.31884205194226,225.0697479248047,4729800,0.0,0.0,0.0
2024-06-27 00:00:00-04:00,224.632025863956,226.2933857701084,224.36341822048786,225.17918395996094,3961800,0.0,0.0,0.0
2024-06-28 00:00:00-04:00,225.96508045432307,229.19826929578616,224.75138989021576,225.05978393554688,6244100,0.0,0.0,0.0
2024-07-01 00:00:00-04:00,225.39804715519105,227.13899507314355,222.12505656871807,226.76095581054688,4640800,0.0,0.0,0.0
2024-07-02 00:00:00-04:00,224.79119358951166,227.91495084609213,224.79119358951166,227.89505004882812,3538300,0.0,0.0,0.0
2024-07-03 00:00:00-04:00,227.5667626247799,231.07850205330018,227.37774299425914,230.9690704345703,3124600,0.0,0.0,0.0
2024-07-05 00:00:00-04:00,231.22773055499067,232.70008606997996,230.2727047299908,231.6754150390625,3335900,0.0,0.0,0.0
2024-07-08 00:00:00-04:00,232.42152029407188,233.93364694734618,232.02358024332014,233.25717163085938,3835500,0.0,0.0,0.0
2024-07-09 00:00:00-04:00,234.45097048333656,235.0080713960564,231.73509594389662,233.0681610107422,4339300,0.0,0.0,0.0
2024-07-10 00:00:00-04:00,234.66982721398037,236.61969553426337,233.35666298183952,236.4505615234375,4374700,0.0,0.0,0.0
2024-07-11 00:00:00-04:00,236.8086998110387,236.90818861970388,229.86480903828837,230.53134155273438,7053000,0.0,0.0,0.0
2024-07-12 00:00:00-04:00,231.1680413700481,235.05782020256777,230.36223359335898,232.5906524658203,4883800,0.0,0.0,0.0
2024-07-15 00:00:00-04:00,233.7744899558607,235.30651743186166,231.68534639963468,233.0084686279297,4314000,0.0,0.0,0.0
2024-07-16 00:00:00-04:00,233.55562036122095,233.67499478523177,230.57113832206525,232.2324981689453,3826100,0.0,0.0,0.0
2024-07-17 00:00:00-04:00,226.92012261165948,227.14892864978663,223.0900312758928,223.199462890625,6220200,0.0,0.0,0.0
2024-07-18 00:00:00-04:00,225.64675688143626,225.6865432980728,220.40401226264996,223.21937561035156,5418600,0.0,0.0,0.0
2024-07-19 00:00:00-04:00,222.03553066669198,223.3984393522428,219.2400680909959,219.72752380371094,4236400,0.0,0.0,0.0
2024-07-22 00:00:00-04:00,222.63240181165858,225.18911533965272,221.68731888281428,224.9304656982422,5300800,0.0,0.0,0.0
2024-07-23 00:00:00-04:00,223.99533931586487,226.05462412460417,223.73667447872973,224.03512573242188,2765400,0.0,0.0,0.0
2024-07-24 00:00:00-04:00,221.11032444117544,221.8067157398115,214.2460217020387,214.76333618164062,7150400,0.0,0.0,0.0
2024-07-25 00:00:00-04:00,214.53452920981522,217.7378747488379,209.3713875991448,212.46530151367188,10579000,0.0,0.0,0.0
2024-07-26 00:00:00-04:00,215.3303737082448,216.8723591140646,213.34071903747355,215.1612548828125,5848900,0.0,0.0,0.0
2024-07-29 00:00:00-04:00,216.8723678731494,217.80750803495818,213.5794916888073,214.20623779296875,3671900,0.0,0.0,0.0
